question,answer
Who is the 'Raksha by TT' service intended for?,A QUI EST DESTINÉ LE SERVICE « RAKSHA BY TT »? Le Service Raksha by TT est destiné à toute la clientèle mobile de Tunisie Telecom
"How does a customer subscribe to 'Raksha by TT' using USSD, and what do they receive?","« RAKSHA BY TT » … COMMENT ÇA MARCHE ? La souscription au service raksha by TT se fait via le menu USSD *506*1# Une fois la souscription effectuée, le client reçoit un SMS de bienvenue avec : Le lien pour accéder au portail le mot de passe"
"Is the 'Raksha by TT' subscription automatically renewed, and how can one unsubscribe?",L'abonnement au service Raksha by TT est renouvelable automatiquement La désinscription se fait gratuitement en composant le code *506*2#
What is the daily subscription cost for 'Raksha by TT'?,"RAKSHA BY TT, COMBIEN ÇA COÛTE? Le service « Raksha by TT » est disponible via un abonnement journalier à 0.500 DT renouvelable automatiquement."
Is there a welcome offer for new TT subscribers to 'Raksha by TT'?,Offre de bienvenue 3 jours Gratuits pour tous les nouveaux abonnés TT à partir de la date de la première souscription au service.
What support is available for 'Raksha by TT'?,Besoin d'aide ?
What is the MOUZIKTI service?,Divertissement Musique & VOD QU’EST-CE QUE LE SERVICE MOUZIKTI ? MOUZIKTI est un service qui vous permet de faire patienter vos correspondants avec une mélodie d’attente personnalisée.
Can MOUZIKTI melodies also be used as mobile ringtones?,Vous pouvez aussi utiliser cette même mélodie en tant que sonnerie d’appel sur votre mobile.
Which Tunisie Telecom mobile customers can use the MOUZIKTI service?,"A QUI EST DESTINÉ LE SERVICE MOUZIKTI ? Le service MOUZIKTI est à la disposition de toute la clientèle mobile Tunisie Telecom : Prépayée, Post payée, ELISSA, Hybride, Taraji mobile, CSS mobile…"
"How can users access the MOUZIKTI service (USSD, voice server, web, SMS)?","MOUZIKTI, COMMENT ÇA MARCHE ? L’accès au service est disponible via tous les canaux : En composant *208# En appelant le serveur vocal 88 402080 A l’adresse https://mouzikti.mobi Via SMS par l’envoi de mots clé au 85 208."
How can users copy MOUZIKTI tones from their friends?,"Vous avez aussi la possibilité de copier les tonalités de vos amis clients TT, pour cela, et pendant l’attente, il suffit de tapez * avant que votre correspondant ne décroche."
What options are available within the MOUZIKTI service for managing tones?,"Plusieurs options sont disponibles dans le cadre du service MOUZIKTI : Consulter les nouveautés Rechercher une tonalité par titre, par artiste ou par code Acheter une tonalité Offrir une tonalité à un ami client TT Paramétrer une tonalité pour tous les appelants ou un appelant en particulier Désactiver / Réactiver le service."
How many tones can users have in their MOUZIKTI library?,Vous pouvez garnir votre bibliothèque de 5 tonalités de votre choix parmi une large sélection de nouveautés nationales et internationales.
How can users purchase ringtones corresponding to their MOUZIKTI tones?,"Le service MOUZIKTI vous offre la possibilité d’acheter les sonneries correspondant à vos tonalités. Lorsque vous achetez ou copiez une tonalité vous recevrez un SMS de notification pour l’achat de la sonnerie, il suffit alors de cliquer sur le lien pour démarrer le téléchargement."
What is the price of a ringtone purchased via MOUZIKTI compared to the tone price?,Le prix de la sonnerie est identique à celui de la tonalité et payable une seule fois.
What is the monthly subscription cost for MOUZIKTI?,"Abonnement mensuel 0,5 DT/30 jours renouvelable automatiquement"
"What are the prices for local and international tones in MOUZIKTI, and are they auto-renewed?","Prix tonalité locale 0,300 DT/30 jours renouvelable automatiquement Prix tonalité internationale 0,500 DT/30 jours renouvelable automatiquement"
What is the cost of calling the MOUZIKTI voice server and sending SMS to 85208?,"Prix de l’appel vers le serveur vocal 0,100 DT/minute Prix des SMS vers 85208 50 millimes/SMS"
Is it free to unsubscribe from MOUZIKTI?,Désinscription Gratuite
How can users directly purchase a MOUZIKTI tone via SMS?,"NOUVEAU !​ OPTION ACHAT DIRECT DE TONALITÉ VIA SMS​ ​Désormais vous pouvez acheter des tonalités tout simplement par l’envoi du code de la tonalité au numéro court MOUZIKTI 85208, la tonalité sera automatiquement ajoutée à votre bibliothèque et configurée à tous vos appelants."
Is there assistance available for the MOUZIKTI service?,Besoin d'aide ?
What is Playweez by TT and what types of games does it offer?,"Divertissement Gaming Playweez by TT est une plateforme de jeux en ligne destinés aux enfants, offrant un catalogue de plus de 800 jeux HTML5 en streaming et plus de 1500 jeux Android téléchargeables : Casual games Jeux stratégiques, Autres titres multi-joueurs"
What popular game franchises are included in Playweez to enrich the player experience?,"Pour enrichir l’expérience des joueurs, Playweez intègre une sélection de jeux Marvel, Disney et Cartoon Network"
"How can customers subscribe to Playweez by TT (USSD, SMS, Web)?","Le service Playweez by TT est multicanal, la souscription peut se faire via USSD en composant le code *892# SMS en envoyant la commande ""P"" au 85040. Portail web en accédant à la landing page https://promo.playweez-tn.com/tt-lp_wall_steps"
What does a customer receive after subscribing to Playweez by TT?,"Une fois la souscription effectuée, le client reçoit un SMS de bienvenue avec le lien pour accéder au portail"
Is the Playweez by TT subscription automatically renewed?,L’abonnement Playweez by TT est renouvelable automatiquement
"How can a customer unsubscribe from Playweez by TT, and is it free?",La désinscription se fait gratuitement via USSD *892*3# SMS en envoyant Stop P au 85040 Portail : Rubrique « Désabonnement »
What is the daily subscription cost for Playweez by TT?,"Abonnement Journalier : 0, 500 DT/Jour"
Is there a trial period for new TT subscribers to Playweez by TT?,3 jours gratuits pour tous nouveaux abonnés TT à partir de la date de la première souscription au service
Is unsubscribing from Playweez free?,La désinscription est gratuite
What kind of support is available for Playweez by TT?,Besoin d'aide ?
What is Esports by TT and what popular games does it feature?,"Divertissement Gaming Qu'est-ce que Esports by TT ? Esports by TT est une plateforme digitale regroupant les meilleurs jeux en ligne les plus populaires et les plus téléchargés comme League of Legends, Teamfight Tactics."
How can users access Esports by TT and what does it allow gamers to do?,"Esports by TT est accessible via le portail https://esports.tn permettant aux maîtres du gaming non seulement de se divertir en accomplissant des missions et en montrant leurs talents, mais aussi de cumuler des points qui peuvent les convertir par la suite en cadeaux."
Is there a welcome offer for new TT subscribers to Esports by TT?,Offre de bienvenue 3 jours gratuits pour tout nouvel abonné TT à partir de la date de la première souscription au service.
How can customers subscribe to Esports by TT via USSD or portal?,"ESPORTS BY TT, COMMENT ÇA MARCHE ? La souscription au service Esports by TT se fait via : Le menu USSD *520# Le portail : https://esports.tn"
What is the process after subscribing to Esports by TT to start playing?,"Une fois la souscription effectuée, vous recevrez un SMS de bienvenue avec : L'URL du portail Puis vous saisissez votre numéro de téléphone et votre mot de passe par la suite vous activez votre compte dans le jeu et découvrez les différentes missions disponibles."
"Is the Esports by TT subscription automatically renewed, and how can one unsubscribe?",L'abonnement au service Esports by TT est renouvelable automatiquement. La désinscription se fait gratuitement en composant *520*2#
What is the daily subscription cost for Esports by TT?,"Abonnement Journalier : 0,500 DT"
Is unsubscribing from Esports by TT free of charge?,La désinscription est gratuite
What kind of help is offered for Esports by TT?,Besoin d'aide ?
What is Gameloft and what kind of games does it offer?,"Divertissement Gaming QU'EST-CE QUE GAMELOFT ? Gameloft est un espace de divertissement offrant un catalogue riche et varié de jeux vidéo répertoriés par catégories : Sports, Arcade & Action, Cinéma & Télé, Course, Réflexion, Kids…"
Which smartphone users can access the Gameloft portal?,Le portail est accessible pour les clients disposant de Smartphones Android et i OS
"How can customers subscribe to Gameloft (USSD, portal, SMS)?","GAMELOFT, COMMENT ÇA MARCHE ? La souscription peut se faire via USSD   en composant *407# Portail mobile : http://wapshop.gameloft.com SMS en envoyant le mot clé « G3 » au 85411"
What happens after a customer subscribes to Gameloft and how do they start playing?,"Une fois inscrit, le client recevra une confirmation par SMS avec le lien pour accéder au portail Gameloft, Une fois le client accède au portail, il n'aura qu'à saisir son numéro mobile et le code d'authentification reçu par SMS et commencer à jouer."
"How can a customer unsubscribe from Gameloft, and is it free?",La désinscription se fait gratuitement en envoyant la commande STOP au 85411
"What is the new daily Gameloft forfait, its cost, and any trial offer?",Nouveau Forfait journalier Gameloft avec accès illimité : 0.500 DT/j avec 1 jour d'essai gratuit pour les nouveaux abonnés
What are the details of the existing weekly Gameloft forfait (1 game)?,RAPPEL DU FORFAIT GAMELOFT HEBDOMADAIRE DÉJÀ COMMERCIALISÉ Forfait hebdomadaire Gameloft 1 seul jeu : 1.2 DT/Semaine avec 7 jours d'essai gratuit
"What is the cost for downloading additional games with the weekly Gameloft forfait, and how is it subscribed to?",2DT/jeu :  Téléchargement jeux supplémentaires à l'acte Souscription en envoyant la commande G au 85411
Are the Gameloft forfaits automatically renewed?,Les forfaits sont renouvelables automatiquement.
Is assistance provided for the Gameloft service?,Besoin d'aide ?
What is 'TTGAME ZONE'?,"Divertissement Gaming EN QUOI CONSISTE LE SERVICE «TTGAME ZONE» ? TTGAME ZONE est un Portail de jeux en ligne permettant aux clients de la téléphonie Mobile TT d'accéder à une large sélection de jeux depuis plusieurs terminaux : Smartphones, tablettes, laptops ou TV."
